Credit Score,SSN,Age,Occupation,Annual Income,Delayed Payments,Debt,Musician,Journalist,Doctor,MediaManager,Mechanic,Lawyer,Entrepreneur,Teacher,Scientist, Engineer, Accountant,Manager,Writer,Developer,Architect,Home Equity Loan,Auto Loan,Mortgage Loan,Not Specified,Personal Loan,Payday Loan,Student Loan,Credit-Builder Loan,Debt Consolidation Loan
Standard,862-17-7073,44,Lawyer,20272.23,5,828.97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Poor,855-76-7431,48,Lawyer,169710.52,8,1334.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Good,284-65-3957,53,Journalist,43220.64,5,1292.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Good,717-35-0735,37,Doctor,96048,9,875.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Poor,571-14-9541,43,Musician,20348.57,23,3194.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0
Poor,658-15-9936,14,Scientist,18885.93,19,1383.42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Poor,300-57-8786,28,Doctor,20377.7,18,1490.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Standard,914-64-8225,39,Musician,35760.12,19,1656.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0
Standard,950-35-3123,42,Lawyer,65804.68,14,1068.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Standard,276-56-8950,53,Mechanic,22933.45,nan,328.94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Good,107-46-5762,24,Architect,66681.8,12,679.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Standard,569-43-2977,35,Manager,8175.65,22,4156.36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0
Standard,715-24-1767,55,Mechanic,57079.5,9,26.47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Standard,972-89-0621,22,Mechanic,12585.205,20,1259.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Standard,921-30-7278,31,Journalist,33726.6,14,1251.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,073-13-5403,42,Engineer,11571159,2,754.73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Poor,836-01-6064,18,Entrepreneur,15993.33,8,2447.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
Poor,065-68-3281,43,Teacher,18922.23,15,1328.22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
Standard,752-76-8237,43,Developer,96108.54,5,1477.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Standard,516-35-5100,39,Accountant,19240.3,nan,738.33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Standard,114-41-4714,48,Developer,26025.94,19,669.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Standard,429-39-1057,15,Doctor,14135.23,25,4671.72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0
Good,073-79-8798,42,Musician,168899.44,8,826.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Standard,037-08-1260,30,Manager,54734,14,1241.94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Standard,060-81-1328,32,MediaManager,12909.895,14,602.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,516-83-0790,41,Writer,61355.12,6,428.61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Standard,922-41-1153,45,Musician,41734.76,10,297.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Good,385-08-6442,20,Writer,42395.16,2,940.91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
Standard,276-77-9532,40,Manager,32827.08,15,300.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Standard,191-09-1571,24,Manager,18158.33,16,1401.91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Standard,373-63-8139,40,Entrepreneur,105931.17,10,254.06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Standard,636-59-6888,41,Journalist,60764.4,12,2065.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Poor,542-71-6415,27,Doctor,7153.435,11,1272.77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Standard,978-01-9354,31,Journalist,93256.68,18,1125.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poor,514-06-0714,44,Engineer,41535.69,2,1077.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,300-65-8240,16,Teacher,20606.32,7,160.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Standard,814-35-2546,43,Scientist,79205.36,2,1379.14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,711-43-2418,45,Doctor,17458.44,nan,2816.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Poor,351-04-3643,19,Mechanic,14531.07,9,268.56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
Standard,726-89-7592,28,Musician,23216.36,12,861.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Standard,442-69-4443,18,Teacher,140875.88,11,299.78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Standard,079-59-6325,32,Entrepreneur,88574.43,nan,1451.63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good,540-51-4829,36,Developer,104653.62,9,1221.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
Good,215-09-4344,36,Teacher,34829.92,3,211.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Good,102-56-8758,46,Entrepreneur,78984.46,9,322.42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Standard,959-51-8089,21,Teacher,28699.48,17,813.45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Standard,670-04-8813,16,MediaManager,7699.255,18,3148.21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
Poor,647-87-1377,27,Mechanic,26396.88,20,504.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Standard,819-33-4443,37,Journalist,32812.59,14,437.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Standard,652-52-9782,49,Engineer,72790.92,8,702.65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Standard,242-49-5854,-500,Engineer,56850.32,9,201.22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Standard,397-14-6010,45,Engineer,8052.79,22,3937.86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0
Standard,253-27-5552,38,Engineer,31762.34,12,175.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Standard,921-61-1717,24,Teacher,100713.72,10,138.92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Poor,442-70-7017,46,Engineer,139631.08,nan,202.29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,425-40-1781,41,Architect,7832.295,23,3951.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Standard,627-28-9742,-500,Scientist,28406.16,3,1115.66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,799-23-8283,-500,Scientist,92300.01,9,755.17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,648-37-6041,53,Mechanic,74366.94,10,265.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Good,469-56-9848,32,Lawyer,110912.79,3,36.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Poor,796-14-2828,23,Developer,38684.2,20,1464.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Poor,076-84-5319,18,Developer,69428.72,15,2474.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
Standard,023-04-9631,48,Doctor,111940.64,17,598.18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Poor,037-84-6079,42,Teacher,7284.94,25,2308.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Good,099-36-7622,24,Manager,65536.74,7,69.84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Standard,605-33-9348,44,Scientist,32361.61,12,1171.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Standard,264-12-4793,35,Writer,57353.16,20,1095.32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
Good,692-71-7552,30,Entrepreneur,89064.52,7,648.36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Poor,872-37-6177,-500,Journalist,20917.51,13,1743.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
Standard,206-02-5700,52,Lawyer,42586.46,10,1053.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Poor,575-22-9133,43,Accountant,15117.51,10,2032.74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0
Standard,655-42-1269,25,Mechanic,118831.62,5,1406.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Standard,042-35-5864,-500,Journalist,21687.46,7,1370.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Standard,558-90-7115,36,Journalist,35851.39,15,926.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Poor,586-33-6787,31,Doctor,14292.96,21,1975.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0
Good,017-53-1609,29,Lawyer,102215.61,5,79.67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Standard,437-59-9821,55,Engineer,27175.69,13,1010.89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Standard,571-35-3463,46,Teacher,112938.08,4,1398.69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,265-27-9540,18,Journalist,86015.16,4,1283.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Poor,804-73-5989,43,MediaManager,45033.54,18,2381.98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Standard,607-43-5085,36,Musician,65347.32,17,930.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,250-34-7218,36,Teacher,15668.4,16,4499.92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
Standard,698-60-8051,41,Teacher,20728.4,24,2118.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
Standard,811-14-4092,14,Teacher,28312.79,9,365.77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Standard,140-99-0200,26,Engineer,20134.87,13,126.83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,659-77-0885,22,Entrepreneur,16844.13,7,1269.39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Good,859-57-0091,-500,Scientist,109901.58,5,932.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Standard,152-28-1148,25,Journalist,45002.48,17,1221.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Standard,022-68-0160,54,MediaManager,43307.12,10,301.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Poor,431-25-9243,25,MediaManager,20906.89,17,3714.72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Poor,556-58-1200,25,MediaManager,20906.89,17,3714.72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Good,114-58-5451,-500,Mechanic,42769.78,11,308.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
Standard,218-80-2572,26,Entrepreneur,98703.99,5,1386.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Standard,342-38-4793,55,Manager,32933.44,10,1272.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
Good,493-51-7387,53,Manager,102630,17,82.66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Poor,632-01-7252,22,Lawyer,20574.71,22,2592.78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
Poor,013-35-9724,38,Mechanic,15724.73,18,1653.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
Standard,822-96-9212,35,Lawyer,15364.1,17,2639.72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
Standard,545-42-5914,40,Architect,32757.76,23,504.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Standard,196-83-8490,36,Lawyer,115661.32,18,59.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Standard,817-44-1544,27,Journalist,34341.62,nan,557.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Standard,863-32-1538,25,Accountant,114919.56,1,141.69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,260-72-0235,29,Accountant,80918.14,5,216.05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
Standard,054-62-4543,35,MediaManager,95111.1,1,467.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Poor,065-77-9473,-500,Scientist,17235.88,19,1971.68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Standard,428-63-8269,41,Mechanic,10542.045,10,528.87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Standard,891-00-5252,25,Entrepreneur,33063.59,15,788.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0
Poor,475-26-4534,24,Journalist,38721.44,22,3467.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
Standard,027-26-6337,32,Entrepreneur,119491.24,1,735.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Poor,759-77-2479,44,MediaManager,44915.91,14,1754.88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Good,227-30-9732,54,Entrepreneur,10233.555,17,757.92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Standard,624-52-1764,33,Manager,69061,10,233.54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
Standard,160-01-3561,40,Manager,35824.65,19,754.02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
Poor,879-61-5577,41,Scientist,95685.21,7,472.21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,909-47-3110,30,MediaManager,27592.7,19,1310.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Standard,928-18-1535,31,Journalist,142737.36,9,1184.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Standard,787-74-8249,41,Journalist,39540.78,17,3506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Poor,043-71-9200,45,Developer,62565.6,20,1401.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
Standard,654-98-3234,28,Doctor,58539.84,15,2735.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
Standard,214-24-4375,18,Writer,121041.21,11,1036.21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
Standard,631-29-3707,18,Architect,71936.88,15,2644.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0
Standard,349-39-1974,43,Architect,165368.56,11,1200.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Standard,921-15-8191,46,MediaManager,20229.03,nan,1352.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Standard,450-49-4774,27,Teacher,8381.025,21,1465.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Poor,811-75-8093,24,Mechanic,44864.55,1,441.24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Poor,248-08-6639,23,Writer,16803.61,15,1664.82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Standard,341-11-8430,41,Architect,98992.92,13,441.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Standard,118-72-1060,17,Lawyer,18207.57,16,2310.54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
Standard,762-33-3215,37,Scientist,86878.4,16,156.11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Poor,231-01-3965,37,Developer,17164.72,16,4813.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
Standard,011-46-1777,20,Accountant,14231.42,8,848.59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,071-83-5848,26,MediaManager,15591.37,15,1314.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,912-87-7914,-500,Developer,20995.615,3,1238.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Poor,000-89-8752,27,Architect,7187.17,27,1438.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
Poor,969-47-8792,35,Engineer,56614.2,nan,2600.73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0
Standard,748-77-6936,22,Journalist,12246.215,17,641.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Good,389-25-0255,25,Journalist,167753.52,nan,1079.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Good,600-54-4237,38,Journalist,15319.52,14,208.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Standard,276-27-5074,26,Developer,56285.44,5,29.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Standard,018-34-8385,50,Engineer,89666.88,20,1155.94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Standard,895-90-3550,31,Writer,62545.59,10,1138.71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
Standard,681-32-9435,53,Architect,110443.2,nan,1330.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Good,568-79-7786,26,Lawyer,25322.83,21,266.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Standard,049-07-6085,26,Teacher,33411.91,19,876.74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Standard,861-03-1735,-500,Journalist,79710.09,12,109.97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Standard,335-49-3815,26,Entrepreneur,69363.87,8,449.06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Standard,374-75-3841,26,MediaManager,59505.12,11,1491.91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Standard,089-81-7594,32,Manager,18380.15,14,1456.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Good,309-06-5437,38,Manager,20695.58,8,1352.84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
Standard,414-76-2511,40,Journalist,20946.12,25,3093.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Standard,650-81-9177,35,Journalist,18124.54,15,2854.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0
Standard,160-41-2527,41,Scientist,14807.4,19,3959.86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
Good,280-90-5162,54,Doctor,71878.92,7,664.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Standard,272-86-2874,-500,Developer,60878.97,nan,946.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0
Standard,644-77-4350,18,Engineer,118042.88,nan,1476.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Good,749-11-6940,-500,MediaManager,36196.52,20,4730.21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
Standard,356-18-9501,44,MediaManager,35911.33,16,739.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Standard,325-47-4777,48,Developer,27311.97,23,606.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Standard,348-82-8145,35,Journalist,20915.43,16,2186.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Standard,352-84-7006,39,Writer,81438.56,11,509.44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Poor,798-56-4774,19,Scientist,7423.97,14,2030.53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Standard,206-49-5885,23,Writer,34996.86,10,143.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
Standard,841-17-1977,24,Accountant,106707.93,12,1368.65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,175-86-9492,34,MediaManager,14956.12,2,851.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Standard,011-04-1828,43,Teacher,15400.19,8,2567.88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Standard,820-68-6580,19,Doctor,19135.06,21,4188.88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0
Standard,321-02-4040,21,Musician,116623.44,10,1198.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,602-68-5090,39,Doctor,33980.48,8,955.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Standard,540-68-4591,42,MediaManager,20851.59,15,1195.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Poor,276-65-9300,16,Entrepreneur,15312.52,9,2290.91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Poor,388-66-4056,28,MediaManager,18285.06,13,2541.81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Good,093-02-0917,42,Doctor,38239.44,11,1156.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Good,554-15-1394,55,Journalist,68041.56,nan,844.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Poor,655-15-0889,25,Entrepreneur,12427.74,11,223.93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
Standard,470-60-1304,41,Entrepreneur,18329.93,11,161.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
Poor,078-73-5990,24,Mechanic,39628.99,nan,502.38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Good,581-88-3699,52,Scientist,90789.21,nan,18.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
